"","id","origen.x","origen.y","var.x","E_final_diagnosis_numeric_cor","E_final_diagnosis_numeric_chi","E_final_diagnosis_numeric_anova","depression_cor","depression_chi","depression_anova","euthymia_cor","euthymia_chi","euthymia_anova","hypomania_cor","hypomania_chi","hypomania_anova","mixed_cor","mixed_chi","mixed_anova","hospitalized_cor","hospitalized_chi","hospitalized_anova"
"1115","GOMA","Pulsera","TargetVar","S_dur_day_IN_bts_1_10_min",0.0878,0.4358,0.3076,NA,NA,NA,-0.0878,0.4358,0.3076,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116","GOMA","Pulsera","TargetVar","S_dur_day_LIG_bts_10_min",0.0196,0.0047,0.8202,NA,NA,NA,-0.0196,0.0047,0.8202,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117","GOMA","Pulsera","TargetVar","S_dur_day_LIG_bts_1_10_min",0.1466,0.4358,0.0873,NA,NA,NA,-0.1466,0.4358,0.0873,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118","GOMA","Pulsera","TargetVar","S_dur_day_total_IN_min",-0.5084,0.4358,0,NA,NA,NA,0.5084,0.4358,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119","GOMA","Pulsera","TargetVar","S_dur_day_total_LIG_min",0.0737,0.4119,0.3918,NA,NA,NA,-0.0737,0.4119,0.3918,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120","GOMA","Pulsera","TargetVar","S_dur_day_total_MOD_min",0.1664,0.32,0.052,NA,NA,NA,-0.1664,0.32,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","GOMA","Pulsera","TargetVar","S_dur_day_total_VIG_min",0.0599,1,0.4872,NA,NA,NA,-0.0599,1,0.4872,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122","GOMA","Pulsera","TargetVar","S_dur_day_min",-0.4522,0.4358,0,NA,NA,NA,0.4522,0.4358,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","GOMA","Pulsera","TargetVar","S_dur_spt_min",0.1099,0.4598,0.2012,NA,NA,NA,-0.1099,0.4598,0.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","GOMA","Pulsera","TargetVar","S_dur_day_spt_min",-0.3717,0.4358,0,NA,NA,NA,0.3717,0.4358,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","GOMA","Pulsera","TargetVar","S_N_atleast5minwakenight",0.0698,0.0627,0.4174,NA,NA,NA,-0.0698,0.0627,0.4174,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126","GOMA","Pulsera","TargetVar","S_sleep_efficiency",-0.0325,0.4598,0.7066,NA,NA,NA,0.0325,0.4598,0.7066,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127","GOMA","Pulsera","TargetVar","S_ACC_spt_sleep_mg",-0.157,0.4598,0.067,NA,NA,NA,0.157,0.4598,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","GOMA","Pulsera","TargetVar","S_ACC_spt_wake_IN_mg",0.0921,0.4598,0.2845,NA,NA,NA,-0.0921,0.4598,0.2845,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","GOMA","Pulsera","TargetVar","S_ACC_spt_wake_LIG_mg",0.2966,0.4598,4e-04,NA,NA,NA,-0.2966,0.4598,4e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","GOMA","Pulsera","TargetVar","S_ACC_spt_wake_MOD_mg",0.1011,0.4598,0.2398,NA,NA,NA,-0.1011,0.4598,0.2398,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131","GOMA","Pulsera","TargetVar","S_ACC_spt_wake_VIG_mg",0.1598,1,0.0621,NA,NA,NA,-0.1598,1,0.0621,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132","GOMA","Pulsera","TargetVar","S_ACC_day_IN_unbt_mg",-0.106,0.4598,0.2176,NA,NA,NA,0.106,0.4598,0.2176,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133","GOMA","Pulsera","TargetVar","S_ACC_day_LIG_unbt_mg",0.1503,0.4598,0.0796,NA,NA,NA,-0.1503,0.4598,0.0796,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134","GOMA","Pulsera","TargetVar","S_ACC_day_MOD_unbt_mg",0.178,0.4598,0.0374,NA,NA,NA,-0.178,0.4598,0.0374,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","GOMA","Pulsera","TargetVar","S_ACC_day_VIG_unbt_mg",0.1278,1,0.1368,NA,NA,NA,-0.1278,1,0.1368,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","GOMA","Pulsera","TargetVar","S_ACC_day_MVPA_bts_1_mg",0.0405,1,0.6387,NA,NA,NA,-0.0405,1,0.6387,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","GOMA","Pulsera","TargetVar","S_ACC_day_IN_bts_30_mg",0.1324,0.4598,0.1231,NA,NA,NA,-0.1324,0.4598,0.1231,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","GOMA","Pulsera","TargetVar","S_ACC_day_IN_bts_10_30_mg",-0.0703,0.4598,0.4141,NA,NA,NA,0.0703,0.4598,0.4141,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","GOMA","Pulsera","TargetVar","S_ACC_day_IN_bts_1_10_mg",0.1202,0.4598,0.1616,NA,NA,NA,-0.1202,0.4598,0.1616,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","GOMA","Pulsera","TargetVar","S_ACC_day_LIG_bts_10_mg",0.1379,0.4598,0.108,NA,NA,NA,-0.1379,0.4598,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","GOMA","Pulsera","TargetVar","S_ACC_day_LIG_bts_1_10_mg",0.1593,0.4598,0.063,NA,NA,NA,-0.1593,0.4598,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","GOMA","Pulsera","TargetVar","S_ACC_day_total_IN_mg",0.2828,0.4598,8e-04,NA,NA,NA,-0.2828,0.4598,8e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","GOMA","Pulsera","TargetVar","S_ACC_day_total_LIG_mg",0.2551,0.4598,0.0026,NA,NA,NA,-0.2551,0.4598,0.0026,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","GOMA","Pulsera","TargetVar","S_ACC_day_total_MOD_mg",0.1136,0.4598,0.1863,NA,NA,NA,-0.1136,0.4598,0.1863,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","GOMA","Pulsera","TargetVar","S_ACC_day_total_VIG_mg",0.1341,1,0.1182,NA,NA,NA,-0.1341,1,0.1182,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","GOMA","Pulsera","TargetVar","S_ACC_day_mg",0.2922,0.4598,5e-04,NA,NA,NA,-0.2922,0.4598,5e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","GOMA","Pulsera","TargetVar","S_ACC_spt_mg",0.0684,0.4598,0.4272,NA,NA,NA,-0.0684,0.4598,0.4272,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","GOMA","Pulsera","TargetVar","S_ACC_day_spt_mg",0.2466,0.4598,0.0037,NA,NA,NA,-0.2466,0.4598,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","GOMA","Pulsera","TargetVar","S_quantile_mostactive60min_mg",0.1693,0.3423,0.0479,NA,NA,NA,-0.1693,0.3423,0.0479,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150","GOMA","Pulsera","TargetVar","S_quantile_mostactive30min_mg",0.1865,0.4358,0.0291,NA,NA,NA,-0.1865,0.4358,0.0291,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","GOMA","Pulsera","TargetVar","S_L5VALUE",-0.084,0.4598,0.329,NA,NA,NA,0.084,0.4598,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152","GOMA","Pulsera","TargetVar","S_M5VALUE",0.1578,0.4598,0.0655,NA,NA,NA,-0.1578,0.4598,0.0655,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153","GOMA","Pulsera","TargetVar","S_L5TIME_num",-0.1081,0.4358,0.2085,NA,NA,NA,0.1081,0.4358,0.2085,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154","GOMA","Pulsera","TargetVar","S_M5TIME_num",-0.0656,0.4598,0.4466,NA,NA,NA,0.0656,0.4598,0.4466,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155","GOMA","Pulsera","TargetVar","S_L10VALUE",0.0248,0.4598,0.7736,NA,NA,NA,-0.0248,0.4598,0.7736,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156","GOMA","Pulsera","TargetVar","S_M10VALUE",0.159,0.4598,0.0635,NA,NA,NA,-0.159,0.4598,0.0635,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157","GOMA","Pulsera","TargetVar","S_L10TIME_num",-0.0732,0.3883,0.3953,NA,NA,NA,0.0732,0.3883,0.3953,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158","GOMA","Pulsera","TargetVar","S_M10TIME_num",-0.0504,0.4358,0.5584,NA,NA,NA,0.0504,0.4358,0.5584,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159","GOMA","Pulsera","TargetVar","S_Nbouts_day_MVPA_bts_1",0.1414,0.9974,0.0992,NA,NA,NA,-0.1414,0.9974,0.0992,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161","GOMA","Pulsera","TargetVar","S_Nbouts_day_IN_bts_10_30",0.1278,1e-04,0.1367,NA,NA,NA,-0.1278,1e-04,0.1367,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162","GOMA","Pulsera","TargetVar","S_Nbouts_day_IN_bts_1_10",0.0861,0.0392,0.3171,NA,NA,NA,-0.0861,0.0392,0.3171,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","GOMA","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_10",0.0319,0,0.7112,NA,NA,NA,-0.0319,0,0.7112,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164","GOMA","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_1_10",0.1385,0.0246,0.1066,NA,NA,NA,-0.1385,0.0246,0.1066,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165","GOMA","Pulsera","TargetVar","S_Nblocks_spt_sleep",0.1095,0,0.2029,NA,NA,NA,-0.1095,0,0.2029,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","GOMA","Pulsera","TargetVar","S_Nblocks_spt_wake_IN",0.0726,0.7457,0.3989,NA,NA,NA,-0.0726,0.7457,0.3989,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167","GOMA","Pulsera","TargetVar","S_Nblocks_spt_wake_LIG",0.0781,0.5669,0.3645,NA,NA,NA,-0.0781,0.5669,0.3645,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168","GOMA","Pulsera","TargetVar","S_Nblocks_spt_wake_MOD",0.0808,0.7803,0.3477,NA,NA,NA,-0.0808,0.7803,0.3477,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","GOMA","Pulsera","TargetVar","S_Nblocks_spt_wake_VIG",0.0335,1,0.6979,NA,NA,NA,-0.0335,1,0.6979,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170","GOMA","Pulsera","TargetVar","S_Nblocks_day_IN_unbt",0.0903,0.1374,0.2941,NA,NA,NA,-0.0903,0.1374,0.2941,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171","GOMA","Pulsera","TargetVar","S_Nblocks_day_LIG_unbt",0.1011,0.1518,0.2396,NA,NA,NA,-0.1011,0.1518,0.2396,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172","GOMA","Pulsera","TargetVar","S_Nblocks_day_MOD_unbt",0.1236,0.0196,0.1503,NA,NA,NA,-0.1236,0.0196,0.1503,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","GOMA","Pulsera","TargetVar","S_Nblocks_day_VIG_unbt",0.0805,0.9999,0.3496,NA,NA,NA,-0.0805,0.9999,0.3496,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","GOMA","Pulsera","TargetVar","S_Nblocks_day_MVPA_bts_1",0.1414,0.9974,0.0992,NA,NA,NA,-0.1414,0.9974,0.0992,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","GOMA","Pulsera","TargetVar","S_Nblocks_day_IN_bts_10_30",0.1221,0,0.1551,NA,NA,NA,-0.1221,0,0.1551,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","GOMA","Pulsera","TargetVar","S_Nblocks_day_IN_bts_1_10",0.0944,1,0.2723,NA,NA,NA,-0.0944,1,0.2723,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178","GOMA","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_10",0.0319,0,0.7112,NA,NA,NA,-0.0319,0,0.7112,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","GOMA","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_1_10",0.1385,0.0246,0.1066,NA,NA,NA,-0.1385,0.0246,0.1066,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180","GOMA","Pulsera","TargetVar","S_Nblocks_day_total_IN",-0.0436,0.8177,0.6127,NA,NA,NA,0.0436,0.8177,0.6127,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181","GOMA","Pulsera","TargetVar","S_Nblocks_day_total_LIG",0.0232,0.6696,0.7882,NA,NA,NA,-0.0232,0.6696,0.7882,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182","GOMA","Pulsera","TargetVar","S_Nblocks_day_total_MOD",0.162,0.6696,0.0586,NA,NA,NA,-0.162,0.6696,0.0586,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183","GOMA","Pulsera","TargetVar","S_Nblocks_day_total_VIG",0.0715,1,0.4061,NA,NA,NA,-0.0715,1,0.4061,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","GOMA","Intervenciones","TargetVar","I_alleviation",-0.5068,0.2371,0.1116,0.4513,0.1178,0.1635,0,0.5169,1,NA,NA,NA,0.3028,0.3819,0.3655,NA,NA,NA
"1190","GOMA","Intervenciones","TargetVar","I_therapist",0,0.6376,1,-0.2182,1,0.4168,0.2182,1,0.4168,NA,NA,NA,0.1491,1,0.5816,NA,NA,NA
"1192","GOMA","Intervenciones","TargetVar","I_diagnosis",0.2066,0.0351,0.4427,-0.3229,0.3189,0.2226,-0.0359,0.0071,0.8951,NA,NA,NA,0.3676,0.3093,0.1613,NA,NA,NA
"1193","GOMA","Intervenciones","TargetVar","I_intervencion_type",-0.229,0.3113,0.3935,0.169,0.2244,0.5314,0.169,0.2244,0.5314,NA,NA,NA,-0.1155,0.8842,0.6702,NA,NA,NA
"1194","GOMA","Intervenciones","TargetVar","I_significant_change",-0.4435,0.1208,0.0853,0.2182,1,0.4168,0.2182,1,0.4168,NA,NA,NA,0.4472,0.551,0.0824,NA,NA,NA
"1196","GOMA","Young","TargetVar","Y_hyperactivity",-0.0998,0.0074,0.7576,-0.1348,1,0.6761,-0.0909,1,0.7787,NA,NA,NA,1,0.1154,0,NA,NA,NA
"1198","GOMA","Young","TargetVar","Y_sleep",-0.0998,0.0074,0.7576,-0.1348,1,0.6761,-0.0909,1,0.7787,NA,NA,NA,1,0.1154,0,NA,NA,NA
"1199","GOMA","Young","TargetVar","Y_irritability",-0.2433,0.0306,0.4461,0.1195,0.3679,0.7114,-0.1612,0.8338,0.6168,NA,NA,NA,0.8058,0.0025,0.0016,NA,NA,NA
"1201","GOMA","Young","TargetVar","Y_thought_disorder",-0.0998,0.0074,0.7576,-0.1348,1,0.6761,-0.0909,1,0.7787,NA,NA,NA,1,0.1154,0,NA,NA,NA
"1203","GOMA","Young","TargetVar","Y_aggressiveness",-0.0998,0.0074,0.7576,-0.1348,1,0.6761,-0.0909,1,0.7787,NA,NA,NA,1,0.1154,0,NA,NA,NA
"1204","GOMA","Young","TargetVar","Y_appearance",-0.2867,0.1979,0.3663,0.2582,1,0.4178,-0.1741,1,0.5884,NA,NA,NA,0.5222,0.5465,0.0816,NA,NA,NA
"1206","GOMA","HRSD","TargetVar","H_depression",-0.5998,0.2897,0.0392,0.5534,0.1005,0.062,0.2132,0.676,0.5059,NA,NA,NA,-0.1066,0.3515,0.7416,NA,NA,NA
"1207","GOMA","HRSD","TargetVar","H_guilt",-0.4172,0.4402,0.1772,0.5636,0.0633,0.0563,-0.1267,0.8966,0.6949,NA,NA,NA,-0.1267,0.8966,0.6949,NA,NA,NA
"1208","GOMA","HRSD","TargetVar","H_suicide",-0.8481,0.0138,5e-04,0.4756,0.0273,0.1181,0.4955,0.1947,0.1014,NA,NA,NA,0.4955,0.1947,0.1014,NA,NA,NA
"1209","GOMA","HRSD","TargetVar","H_early_insonmia",-0.5087,0.0024,0.0912,0.1195,0.3679,0.7114,0.3223,0.0654,0.3069,NA,NA,NA,0.8058,0.0025,0.0016,NA,NA,NA
"1212","GOMA","HRSD","TargetVar","H_activity",-0.7448,0.0161,0.0054,0.4472,0.0174,0.1449,0.603,0.0174,0.0379,NA,NA,NA,0,0.8957,1,NA,NA,NA
"1213","GOMA","HRSD","TargetVar","H_inhibition",-0.5734,0.062,0.0513,0.7746,0.0736,0.0031,-0.1741,1,0.5884,NA,NA,NA,-0.1741,1,0.5884,NA,NA,NA
"1215","GOMA","HRSD","TargetVar","H_psychic_anxiety",0.0641,0.7534,0.8431,0,0.8071,1,-0.2335,0.6773,0.465,NA,NA,NA,0.2335,0.3359,0.465,NA,NA,NA
"1216","GOMA","HRSD","TargetVar","H_somatic_anxiety",-0.2155,0.3267,0.5012,0.4076,0.0578,0.1885,-0.1963,0.7613,0.541,NA,NA,NA,-0.1963,0.7613,0.541,NA,NA,NA
"1217","GOMA","HRSD","TargetVar","H_gastrointestinal_somatic_symptoms",-0.549,0.1414,0.0645,0.6742,0.3502,0.0162,-0.0909,1,0.7787,NA,NA,NA,-0.0909,1,0.7787,NA,NA,NA
"1218","GOMA","HRSD","TargetVar","H_general_somatic_symptoms",-0.0956,0.7212,0.7677,0.2582,1,0.4178,-0.1741,1,0.5884,NA,NA,NA,-0.1741,1,0.5884,NA,NA,NA
"1219","GOMA","HRSD","TargetVar","H_genitals_symptoms",-0.4284,0.1324,0.1647,0.1411,0.5979,0.6617,0.4377,0.1947,0.1547,NA,NA,NA,0.2093,0.0654,0.5138,NA,NA,NA
"1221","GOMA","HRSD","TargetVar","H_hypochondria",-0.549,0.1414,0.0645,0.6742,0.3502,0.0162,-0.0909,1,0.7787,NA,NA,NA,-0.0909,1,0.7787,NA,NA,NA
"1223","GOMA","HRSD","TargetVar","H_hrsd",-0.7916,0.5198,0.0022,0.6263,0.5152,0.0293,0.2987,0.1512,0.3457,NA,NA,NA,0.1751,0.9161,0.5862,NA,NA,NA
"1224","GOMA","Young","TargetVar","Y_young",-0.1916,0.0095,0.5509,0,0.0907,1,-0.1396,0.6773,0.6653,NA,NA,NA,0.977,0.0025,0,NA,NA,NA
"1227","LABA","Diario","TargetVar","D_irritability",-0.3017,0.1773,0.0022,NA,NA,NA,NA,NA,NA,0.3017,0.1773,0.0022,NA,NA,NA,NA,NA,NA
"1231","LABA","Diario","TargetVar","D_sleep_time",0.0833,1,0.4075,NA,NA,NA,NA,NA,NA,-0.0833,1,0.4075,NA,NA,NA,NA,NA,NA
"1232","LABA","Diario","TargetVar","D_wakeup_time",0.0102,0.9999,0.919,NA,NA,NA,NA,NA,NA,-0.0102,0.9999,0.919,NA,NA,NA,NA,NA,NA
"1233","LABA","Diario","TargetVar","D_motivation",0.0175,1,0.8621,NA,NA,NA,NA,NA,NA,-0.0175,1,0.8621,NA,NA,NA,NA,NA,NA
"1234","LABA","Diario","TargetVar","D_sleep_quality",0.01,1,0.9209,NA,NA,NA,NA,NA,NA,-0.01,1,0.9209,NA,NA,NA,NA,NA,NA
"1235","LABA","Diario","TargetVar","D_slowness_fill_form",-0.1257,0.3436,0.2102,NA,NA,NA,NA,NA,NA,0.1257,0.3436,0.2102,NA,NA,NA,NA,NA,NA
"1240","LABA","Diario","TargetVar","D_observation_string_length",-0.1748,0,0.0805,NA,NA,NA,NA,NA,NA,0.1748,0,0.0805,NA,NA,NA,NA,NA,NA
"1241","LABA","Diario","TargetVar","D_time_start_form",-0.0235,0.3175,0.8154,NA,NA,NA,NA,NA,NA,0.0235,0.3175,0.8154,NA,NA,NA,NA,NA,NA
"1242","LABA","Diario","TargetVar","D_slowness_fill_form_no_outliers",-0.1443,0.3436,0.15,NA,NA,NA,NA,NA,NA,0.1443,0.3436,0.15,NA,NA,NA,NA,NA,NA
"1243","LABA","Diario","TargetVar","D_slowness_fill_form_no_outliers_scales",-0.1443,0.3436,0.15,NA,NA,NA,NA,NA,NA,0.1443,0.3436,0.15,NA,NA,NA,NA,NA,NA
"1244","LABA","Pulsera","TargetVar","S_week",-0.1709,0.0399,0.0875,NA,NA,NA,NA,NA,NA,0.1709,0.0399,0.0875,NA,NA,NA,NA,NA,NA
"1342","LABA","Intervenciones","TargetVar","I_alleviation",0.6002,0.3916,0.2078,NA,NA,NA,-0.6002,0.3916,0.2078,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1343","LABA","Intervenciones","TargetVar","I_therapist",-0.3297,0.5738,0.3522,NA,NA,NA,0.2722,1,0.4468,0.1111,1,0.7599,NA,NA,NA,NA,NA,NA
"1344","LABA","Intervenciones","TargetVar","I_scheduled_intervention",-0.4946,0.2865,0.1462,NA,NA,NA,0.4082,0.6283,0.2415,0.1667,1,0.6454,NA,NA,NA,NA,NA,NA
"1345","LABA","Intervenciones","TargetVar","I_diagnosis",0.5044,0.1991,0.1371,NA,NA,NA,-0.6086,0.1084,0.0619,0.2485,0.2735,0.4888,NA,NA,NA,NA,NA,NA
"1346","LABA","Intervenciones","TargetVar","I_intervencion_type",0.4634,0.6446,0.1774,NA,NA,NA,-0.3825,0.4346,0.2753,-0.1562,0.8703,0.6666,NA,NA,NA,NA,NA,NA
"1347","LABA","Intervenciones","TargetVar","I_significant_change",0.3067,0.1173,0.3887,NA,NA,NA,-0.5345,0.3241,0.1114,0.5092,0.6455,0.1328,NA,NA,NA,NA,NA,NA
"1349","LABA","Young","TargetVar","Y_hyperactivity",-0.1644,0.0111,0.6725,NA,NA,NA,-0.3162,1,0.4071,1,0.1894,0,NA,NA,NA,NA,NA,NA
"1352","LABA","Young","TargetVar","Y_irritability",0.3477,0.7587,0.3593,NA,NA,NA,-0.2193,0.6376,0.5708,-0.2427,0.7548,0.5292,NA,NA,NA,NA,NA,NA
"1353","LABA","Young","TargetVar","Y_verbal_expression",0.0402,0.1107,0.9183,NA,NA,NA,-0.4443,0.5489,0.2309,0.8552,0.0293,0.0033,NA,NA,NA,NA,NA,NA
"1355","LABA","Young","TargetVar","Y_content",0.3904,0.495,0.2988,NA,NA,NA,-0.3162,1,0.4071,-0.125,1,0.7486,NA,NA,NA,NA,NA,NA
"1362","LABA","HRSD","TargetVar","H_early_insonmia",0.3904,0.495,0.2988,NA,NA,NA,-0.3162,1,0.4071,-0.125,1,0.7486,NA,NA,NA,NA,NA,NA
"1376","LABA","HRSD","TargetVar","H_hrsd",0.3904,0.495,0.2988,NA,NA,NA,-0.3162,1,0.4071,-0.125,1,0.7486,NA,NA,NA,NA,NA,NA
"1377","LABA","Young","TargetVar","Y_young",0.2367,0.3232,0.5398,NA,NA,NA,-0.4666,0.2467,0.2054,0.5039,0.2683,0.1667,NA,NA,NA,NA,NA,NA
"1379","MAPI","Diario","TargetVar","D_anxiety",0.0616,0.758,0.4948,NA,NA,NA,NA,NA,NA,-0.0616,0.758,0.4948,NA,NA,NA,NA,NA,NA
"1384","MAPI","Diario","TargetVar","D_sleep_time",0.1071,1e-04,0.2344,NA,NA,NA,NA,NA,NA,-0.1071,1e-04,0.2344,NA,NA,NA,NA,NA,NA
"1385","MAPI","Diario","TargetVar","D_wakeup_time",0.1562,3e-04,0.0819,NA,NA,NA,NA,NA,NA,-0.1562,3e-04,0.0819,NA,NA,NA,NA,NA,NA
"1388","MAPI","Diario","TargetVar","D_slowness_fill_form",0.1101,0.4739,0.2216,NA,NA,NA,NA,NA,NA,-0.1101,0.4739,0.2216,NA,NA,NA,NA,NA,NA
"1390","MAPI","Diario","TargetVar","D_sleep_zenith",-0.1735,0.2025,0.0531,NA,NA,NA,NA,NA,NA,0.1735,0.2025,0.0531,NA,NA,NA,NA,NA,NA
"1393","MAPI","Diario","TargetVar","D_observation_string_length",0.0961,0.603,0.2862,NA,NA,NA,NA,NA,NA,-0.0961,0.603,0.2862,NA,NA,NA,NA,NA,NA
"1394","MAPI","Diario","TargetVar","D_time_start_form",-0.153,0.4924,0.0885,NA,NA,NA,NA,NA,NA,0.153,0.4924,0.0885,NA,NA,NA,NA,NA,NA
"1395","MAPI","Diario","TargetVar","D_slowness_fill_form_no_outliers",0.1008,0.4739,0.2633,NA,NA,NA,NA,NA,NA,-0.1008,0.4739,0.2633,NA,NA,NA,NA,NA,NA
"1396","MAPI","Diario","TargetVar","D_slowness_fill_form_no_outliers_scales",0.1008,0.4739,0.2633,NA,NA,NA,NA,NA,NA,-0.1008,0.4739,0.2633,NA,NA,NA,NA,NA,NA
"1398","MAPI","Pulsera","TargetVar","S_window_number",-0.1997,0.988,0.0143,NA,NA,NA,0.4335,0.9952,0,-0.2856,0.6733,4e-04,NA,NA,NA,NA,NA,NA
"1399","MAPI","Pulsera","TargetVar","S_sleeponset",-0.0913,0.4566,0.2665,NA,NA,NA,0.4393,0.4616,0,-0.457,0.4616,0,NA,NA,NA,NA,NA,NA
"1400","MAPI","Pulsera","TargetVar","S_wakeup",-0.0949,0.4566,0.2479,NA,NA,NA,0.2897,0.4616,3e-04,-0.249,0.4616,0.0021,NA,NA,NA,NA,NA,NA
"1401","MAPI","Pulsera","TargetVar","S_night_number",-0.1975,0.9931,0.0154,NA,NA,NA,0.4309,0.999,0,-0.2853,0.6277,4e-04,NA,NA,NA,NA,NA,NA
"1402","MAPI","Pulsera","TargetVar","S_daysleeper",-0.1398,0.0267,0.0881,NA,NA,NA,0.2163,0.0227,0.0078,-0.082,0.5303,0.3185,NA,NA,NA,NA,NA,NA
"1406","MAPI","Pulsera","TargetVar","S_nonwear_perc_day",-0.1332,0.2573,0.1042,NA,NA,NA,0.1769,0.0821,0.0304,-0.0384,0.8165,0.6405,NA,NA,NA,NA,NA,NA
"1407","MAPI","Pulsera","TargetVar","S_nonwear_perc_spt",-0.0297,0.8106,0.7183,NA,NA,NA,-0.0618,0.9591,0.4522,0.1286,0.4015,0.1168,NA,NA,NA,NA,NA,NA
"1408","MAPI","Pulsera","TargetVar","S_nonwear_perc_day_spt",-0.1314,0.7485,0.1091,NA,NA,NA,0.1509,0.8286,0.0653,-0.006,0.509,0.9419,NA,NA,NA,NA,NA,NA
"1409","MAPI","Pulsera","TargetVar","S_dur_spt_sleep_min",0.4461,0.4242,0,NA,NA,NA,-0.4446,0.4386,0,-0.0714,0.4386,0.3851,NA,NA,NA,NA,NA,NA
"1410","MAPI","Pulsera","TargetVar","S_dur_spt_wake_IN_min",-0.3427,0.4566,0,NA,NA,NA,0.2246,0.4616,0.0057,0.2132,0.4616,0.0088,NA,NA,NA,NA,NA,NA
"1411","MAPI","Pulsera","TargetVar","S_dur_spt_wake_LIG_min",-0.0857,0.4832,0.2972,NA,NA,NA,0.1122,0.5192,0.1716,-0.0226,0.4386,0.7838,NA,NA,NA,NA,NA,NA
