"","id","origen.x","origen.y","var.x","Z_dx_numeric_cor","Z_dx_numeric_chi","Z_dx_numeric_anova","depression_cor","depression_chi","depression_anova","euthymia_cor","euthymia_chi","euthymia_anova","hypomania_cor","hypomania_chi","hypomania_anova","mixed_cor","mixed_chi","mixed_anova","hospitalized_cor","hospitalized_chi","hospitalized_anova"
"1613","SAPE","Pulsera","TargetVar","S_Nblocks_day_total_MOD",-0.2496,0.96,0.0045,-0.0511,0.9967,0.5665,0.3368,0.4846,1e-04,-0.3329,0.5355,1e-04,NA,NA,NA,NA,NA,NA
"1614","SAPE","Pulsera","TargetVar","S_Nblocks_day_total_VIG",-0.1081,0.9842,0.2245,-0.0744,0.994,0.404,0.2008,0.4846,0.023,-0.1737,0.8452,0.0498,NA,NA,NA,NA,NA,NA
"1615","SAPE","Pulsera","TargetVar","S_Nblocks_day_VIG_unbt",-0.1035,1,0.2449,-0.0888,1,0.3191,0.2107,0.8469,0.0169,-0.1763,0.9734,0.0466,NA,NA,NA,NA,NA,NA
"1616","SAPE","Pulsera","TargetVar","S_Nblocks_spt_sleep",-0.3168,0.9447,3e-04,0.1101,0.9953,0.216,0.2434,0.4403,0.0056,-0.3237,0.5247,2e-04,NA,NA,NA,NA,NA,NA
"1617","SAPE","Pulsera","TargetVar","S_Nblocks_spt_wake_IN",-0.1111,0.6157,0.212,0.0715,0.8326,0.4226,0.0507,0.4766,0.5695,-0.0949,0.2692,0.2866,NA,NA,NA,NA,NA,NA
"1618","SAPE","Pulsera","TargetVar","S_Nblocks_spt_wake_LIG",-0.162,0.4684,0.0678,0.0577,0.2972,0.5173,0.1229,0.6221,0.1669,-0.1647,0.6366,0.0632,NA,NA,NA,NA,NA,NA
"1619","SAPE","Pulsera","TargetVar","S_Nblocks_spt_wake_MOD",-0.2318,0.9606,0.0085,0.0386,0.9989,0.6653,0.2222,0.5157,0.0117,-0.2606,0.4167,0.003,NA,NA,NA,NA,NA,NA
"1620","SAPE","Pulsera","TargetVar","S_Nblocks_spt_wake_VIG",-0.1348,0.0846,0.1293,0.1159,0.1312,0.1925,0.0309,0.1293,0.729,-0.0987,0.1829,0.2676,NA,NA,NA,NA,NA,NA
"1621","SAPE","Pulsera","TargetVar","S_Nbouts_day_IN_bts_1_10",-0.2762,0.7113,0.0016,0.0127,0.6279,0.8869,0.2998,0.4745,6e-04,-0.3293,0.7258,1e-04,NA,NA,NA,NA,NA,NA
"1622","SAPE","Pulsera","TargetVar","S_Nbouts_day_IN_bts_10_30",-0.1821,0.9936,0.0396,-0.0077,0.9963,0.9311,0.2146,0.6202,0.015,-0.2262,0.902,0.0102,NA,NA,NA,NA,NA,NA
"1623","SAPE","Pulsera","TargetVar","S_Nbouts_day_IN_bts_30",0.2019,0.9847,0.0223,-0.0457,0.9914,0.6085,-0.1808,0.8117,0.0411,0.2201,0.779,0.0126,NA,NA,NA,NA,NA,NA
"1624","SAPE","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_1_10",-0.3004,0.943,6e-04,0.1127,0.9248,0.2053,0.2221,0.7028,0.0117,-0.3023,0.8144,5e-04,NA,NA,NA,NA,NA,NA
"1625","SAPE","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_10",-0.0502,0.8535,0.5735,-0.0377,0.9027,0.673,0.0966,0.5101,0.2783,-0.0825,0.6121,0.3548,NA,NA,NA,NA,NA,NA
"1626","SAPE","Pulsera","TargetVar","S_Nbouts_day_MVPA_bts_1",-0.1521,0.9956,0.0866,-0.0968,1,0.277,0.2743,0.4814,0.0017,-0.24,0.6801,0.0064,NA,NA,NA,NA,NA,NA
"1627","SAPE","Pulsera","TargetVar","S_night_number",0.2623,0.9034,0.0028,0.1009,0.9914,0.2569,-0.4036,0.4427,0,0.3766,0.4217,0,NA,NA,NA,NA,NA,NA
"1628","SAPE","Pulsera","TargetVar","S_nonwear_perc_day",0.1395,0.2066,0.1164,-0.0229,1,0.7974,-0.134,0.6701,0.1314,0.157,0.5457,0.0768,NA,NA,NA,NA,NA,NA
"1629","SAPE","Pulsera","TargetVar","S_nonwear_perc_day_spt",0.3898,0.0134,0,-0.0475,0.5109,0.5948,-0.3921,0.013,0,0.4481,0.0012,0,NA,NA,NA,NA,NA,NA
"1630","SAPE","Pulsera","TargetVar","S_nonwear_perc_spt",0.3822,0.0134,0,-0.0505,0.5109,0.5711,-0.3802,0.013,0,0.437,0.0012,0,NA,NA,NA,NA,NA,NA
"1631","SAPE","Pulsera","TargetVar","S_quantile_mostactive30min_mg",-0.316,0.418,3e-04,0.0375,0.4336,0.674,0.3188,0.4336,2e-04,-0.3638,0.4336,0,NA,NA,NA,NA,NA,NA
"1632","SAPE","Pulsera","TargetVar","S_quantile_mostactive60min_mg",-0.3001,0.4257,6e-04,0.0165,0.3606,0.8537,0.323,0.4959,2e-04,-0.3563,0.5177,0,NA,NA,NA,NA,NA,NA
"1633","SAPE","Pulsera","TargetVar","S_sleep_efficiency",-0.1575,0.453,0.0758,0.0204,0.4584,0.8194,0.1571,0.4584,0.0765,-0.1803,0.4584,0.0416,NA,NA,NA,NA,NA,NA
"1635","SAPE","Pulsera","TargetVar","S_sleeponset",-0.0949,0.4666,0.2866,0.1603,0.4336,0.0707,-0.061,0.4923,0.494,-0.025,0.5015,0.779,NA,NA,NA,NA,NA,NA
"1636","SAPE","Pulsera","TargetVar","S_wakeup",-0.1058,0.453,0.2345,0.2754,0.4584,0.0017,-0.1696,0.4584,0.0556,0.0267,0.4584,0.7651,NA,NA,NA,NA,NA,NA
"1638","SAPE","Pulsera","TargetVar","S_window_number",0.2506,0.7233,0.0043,0.0931,0.942,0.2961,-0.3821,0.3522,0,0.3579,0.2936,0,NA,NA,NA,NA,NA,NA
"1641","CRAL","Diario","TargetVar","D_anxiety",-0.8366,0,0,0.8366,0,0,-0.8366,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1643","CRAL","Diario","TargetVar","D_concentration",0.1333,0.0049,0.1883,-0.1333,0.0049,0.1883,0.1333,0.0049,0.1883,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1647","CRAL","Diario","TargetVar","D_observation_string_length",0.0365,0.602,0.7196,-0.0365,0.602,0.7196,0.0365,0.602,0.7196,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1648","CRAL","Diario","TargetVar","D_sleep_duration",-0.2011,0.2148,0.0459,0.2011,0.2148,0.0459,-0.2011,0.2148,0.0459,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1650","CRAL","Diario","TargetVar","D_sleep_time",0.081,0.2912,0.4256,-0.081,0.2912,0.4256,0.081,0.2912,0.4256,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1651","CRAL","Diario","TargetVar","D_sleep_zenith",-0.1489,0.278,0.1414,0.1489,0.278,0.1414,-0.1489,0.278,0.1414,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1652","CRAL","Diario","TargetVar","D_slowness_fill_form",-0.182,0.6944,0.0714,0.182,0.6944,0.0714,-0.182,0.6944,0.0714,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1653","CRAL","Diario","TargetVar","D_slowness_fill_form_no_outliers",-0.1421,0.6944,0.1607,0.1421,0.6944,0.1607,-0.1421,0.6944,0.1607,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1654","CRAL","Diario","TargetVar","D_slowness_fill_form_no_outliers_scales",-0.1421,0.6944,0.1607,0.1421,0.6944,0.1607,-0.1421,0.6944,0.1607,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1655","CRAL","Diario","TargetVar","D_time_start_form",-0.198,0.457,0.0495,0.198,0.457,0.0495,-0.198,0.457,0.0495,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1657","CRAL","Diario","TargetVar","D_wakeup_time",-0.2183,0.2728,0.0299,0.2183,0.2728,0.0299,-0.2183,0.2728,0.0299,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754","CRAL","Pulsera","TargetVar","S_week",0.8557,0,0,-0.8557,0,0,0.8557,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1757","RIVI","Diario","TargetVar","D_animus",0.0553,0.048,0.4274,-0.1896,0.0383,0.0061,0.0771,0.1076,0.2684,NA,NA,NA,0.0116,0.2688,0.8679,NA,NA,NA
"1758","RIVI","Diario","TargetVar","D_anxiety",-0.2526,0.0017,2e-04,0.2141,0.0084,0.0019,0.1016,0.3267,0.1441,NA,NA,NA,-0.214,0.0079,0.0019,NA,NA,NA
"1759","RIVI","Diario","TargetVar","D_caffeine",-0.0646,0.0123,0.3543,-0.0307,0.7705,0.6601,0.0854,3e-04,0.22,NA,NA,NA,-0.0758,0.0026,0.2766,NA,NA,NA
"1762","RIVI","Diario","TargetVar","D_irritability",0.1836,0,0.0079,0.1334,0.0117,0.0548,-0.2751,0,1e-04,NA,NA,NA,0.227,0,0.001,NA,NA,NA
"1763","RIVI","Diario","TargetVar","D_motivation",0.0486,0.0877,0.4856,-0.1452,0.0154,0.0363,0.0529,0.6807,0.4482,NA,NA,NA,0.0155,0.7662,0.8244,NA,NA,NA
"1764","RIVI","Diario","TargetVar","D_observation_string_length",0.3147,0.2075,0,-0.1002,0.9993,0.1498,-0.2425,0.0149,4e-04,NA,NA,NA,0.3077,5e-04,0,NA,NA,NA
"1765","RIVI","Diario","TargetVar","D_sleep_duration",0.1612,0.3653,0.02,-0.02,1,0.7743,-0.1461,0.0093,0.0353,NA,NA,NA,0.1654,1e-04,0.017,NA,NA,NA
"1766","RIVI","Diario","TargetVar","D_sleep_quality",0.1131,0.4325,0.1038,-0.1089,0.5755,0.1175,-0.0365,0.5934,0.601,NA,NA,NA,0.0926,0.2176,0.1833,NA,NA,NA
"1767","RIVI","Diario","TargetVar","D_sleep_time",-0.0021,0.4544,0.9764,-0.0228,1,0.7438,0.0179,0.0232,0.7973,NA,NA,NA,-0.0078,3e-04,0.9108,NA,NA,NA
"1768","RIVI","Diario","TargetVar","D_sleep_zenith",0.1292,0.4241,0.0629,-0.0717,0.9999,0.3033,-0.0783,0.0359,0.2611,NA,NA,NA,0.1188,7e-04,0.0875,NA,NA,NA
"1769","RIVI","Diario","TargetVar","D_slowness_fill_form",-0.0346,0.3915,0.6194,-0.0227,0.5938,0.7449,0.0502,0.2638,0.4717,NA,NA,NA,-0.0422,0.2724,0.545,NA,NA,NA
"1770","RIVI","Diario","TargetVar","D_slowness_fill_form_no_outliers",-0.0152,0.3915,0.827,-0.0211,0.5938,0.762,0.0298,0.2638,0.6688,NA,NA,NA,-0.0213,0.2724,0.7598,NA,NA,NA
"1771","RIVI","Diario","TargetVar","D_slowness_fill_form_no_outliers_scales",-0.0152,0.3915,0.827,-0.0211,0.5938,0.762,0.0298,0.2638,0.6688,NA,NA,NA,-0.0213,0.2724,0.7598,NA,NA,NA
"1772","RIVI","Diario","TargetVar","D_time_start_form",-0.1531,0.081,0.0273,0.0526,0.157,0.4509,0.1153,0.1683,0.0971,NA,NA,NA,-0.1488,0.1536,0.032,NA,NA,NA
"1773","RIVI","Diario","TargetVar","D_tobacco",0.0713,0.0283,0.3062,0.0377,0.2481,0.5883,-0.097,0.001,0.1633,NA,NA,NA,0.0846,0.0579,0.2242,NA,NA,NA
"1774","RIVI","Diario","TargetVar","D_wakeup_time",0.419,0.1055,0,-0.0751,1,0.281,-0.3635,7e-04,0,NA,NA,NA,0.4241,0,0,NA,NA,NA
"1776","RIVI","Pulsera","TargetVar","S_ACC_day_IN_bts_1_10_mg",0.0238,0.4193,0.7868,-0.101,0.4346,0.2493,0.0531,0.4346,0.5452,NA,NA,NA,-0.0012,0.4346,0.9887,NA,NA,NA
"1777","RIVI","Pulsera","TargetVar","S_ACC_day_IN_bts_10_30_mg",-0.3523,0.4193,0,0.2522,0.4346,0.0035,0.1726,0.4346,0.0478,NA,NA,NA,-0.3143,0.4346,2e-04,NA,NA,NA
"1778","RIVI","Pulsera","TargetVar","S_ACC_day_IN_bts_30_mg",-0.0283,0.4193,0.7472,0.04,0.4346,0.6486,-0.0014,0.4346,0.9875,NA,NA,NA,-0.02,0.4346,0.8202,NA,NA,NA
"1779","RIVI","Pulsera","TargetVar","S_ACC_day_IN_unbt_mg",0.1115,0.4193,0.2029,-0.1395,0.4346,0.1106,-0.0086,0.4346,0.9222,NA,NA,NA,0.0835,0.4346,0.341,NA,NA,NA
"1780","RIVI","Pulsera","TargetVar","S_ACC_day_LIG_bts_1_10_mg",0.0215,0.4193,0.8068,0.1264,0.4346,0.1487,-0.1199,0.4346,0.171,NA,NA,NA,0.0571,0.4346,0.5157,NA,NA,NA
"1782","RIVI","Pulsera","TargetVar","S_ACC_day_LIG_unbt_mg",0.1339,0.4193,0.1258,0.0532,0.4346,0.545,-0.1805,0.4346,0.0383,NA,NA,NA,0.1593,0.4346,0.0681,NA,NA,NA
"1783","RIVI","Pulsera","TargetVar","S_ACC_day_mg",0.0264,0.4193,0.7635,-0.0155,0.4346,0.8601,-0.0156,0.4346,0.8591,NA,NA,NA,0.0245,0.4346,0.7804,NA,NA,NA
"1784","RIVI","Pulsera","TargetVar","S_ACC_day_MOD_unbt_mg",-0.1516,0.4193,0.0826,-0.2103,0.4346,0.0155,0.3202,0.4346,2e-04,NA,NA,NA,-0.2205,0.4346,0.0111,NA,NA,NA
"1785","RIVI","Pulsera","TargetVar","S_ACC_day_MVPA_bts_1_mg",-0.116,0.3201,0.1854,-0.0212,0.3626,0.8096,0.1372,0.3626,0.1168,NA,NA,NA,-0.1313,0.3626,0.1334,NA,NA,NA
"1786","RIVI","Pulsera","TargetVar","S_ACC_day_spt_mg",-0.0347,0.4193,0.6932,-0.029,0.4346,0.7413,0.0585,0.4346,0.5054,NA,NA,NA,-0.0453,0.4346,0.606,NA,NA,NA
"1787","RIVI","Pulsera","TargetVar","S_ACC_day_total_IN_mg",-0.1257,0.4193,0.151,-0.0491,0.4346,0.5764,0.1688,0.4346,0.053,NA,NA,NA,-0.1493,0.4346,0.0875,NA,NA,NA
"1788","RIVI","Pulsera","TargetVar","S_ACC_day_total_LIG_mg",0.1668,0.4193,0.056,0.0086,0.4346,0.9222,-0.1804,0.4346,0.0385,NA,NA,NA,0.183,0.4346,0.0357,NA,NA,NA
"1789","RIVI","Pulsera","TargetVar","S_ACC_day_total_MOD_mg",-0.1478,0.4193,0.0909,-0.1316,0.4346,0.1325,0.2554,0.4346,0.0031,NA,NA,NA,-0.1953,0.4346,0.0249,NA,NA,NA
"1790","RIVI","Pulsera","TargetVar","S_ACC_day_total_VIG_mg",-0.1401,0.4193,0.109,-0.0225,0.4346,0.7975,0.1634,0.4346,0.0612,NA,NA,NA,-0.1579,0.4346,0.0706,NA,NA,NA
"1791","RIVI","Pulsera","TargetVar","S_ACC_day_VIG_unbt_mg",0.2151,0.3522,0.0132,0.0209,0.3863,0.8116,-0.2403,0.3863,0.0055,NA,NA,NA,0.2387,0.3863,0.0059,NA,NA,NA
"1792","RIVI","Pulsera","TargetVar","S_ACC_spt_mg",-0.1079,0.4193,0.218,0.0305,0.4346,0.7288,0.089,0.4346,0.3104,NA,NA,NA,-0.1088,0.4346,0.2143,NA,NA,NA
"1793","RIVI","Pulsera","TargetVar","S_ACC_spt_sleep_mg",-0.1822,0.4193,0.0365,0.0711,0.4346,0.4182,0.135,0.4346,0.1226,NA,NA,NA,-0.1784,0.4346,0.0407,NA,NA,NA
"1794","RIVI","Pulsera","TargetVar","S_ACC_spt_wake_IN_mg",-0.1731,0.4193,0.0472,-0.0436,0.4346,0.6199,0.2139,0.4346,0.0138,NA,NA,NA,-0.1991,0.4346,0.0221,NA,NA,NA
"1795","RIVI","Pulsera","TargetVar","S_ACC_spt_wake_LIG_mg",0.1589,0.4193,0.0688,-0.0122,0.4346,0.8894,-0.1561,0.4346,0.0738,NA,NA,NA,0.1689,0.4346,0.0529,NA,NA,NA
"1796","RIVI","Pulsera","TargetVar","S_ACC_spt_wake_MOD_mg",-0.0503,0.4193,0.5665,0.0624,0.4346,0.477,0.0043,0.4346,0.961,NA,NA,NA,-0.0379,0.4346,0.6665,NA,NA,NA
"1797","RIVI","Pulsera","TargetVar","S_ACC_spt_wake_VIG_mg",-0.2648,0,0.0022,0.3049,1e-04,4e-04,0.0407,5e-04,0.6432,NA,NA,NA,-0.2054,6e-04,0.0182,NA,NA,NA
"1803","RIVI","Pulsera","TargetVar","S_cleaningcode",-0.1334,0.0436,0.1273,0.2125,0.304,0.0144,-0.0249,1,0.7767,NA,NA,NA,-0.0877,0.8011,0.3173,NA,NA,NA
"1804","RIVI","Pulsera","TargetVar","S_daysleeper",0.0268,0.5593,0.7601,0.0701,0.9721,0.4244,-0.082,0.5849,0.3498,NA,NA,NA,0.0478,0.8908,0.5862,NA,NA,NA
"1805","RIVI","Pulsera","TargetVar","S_dur_day_IN_bts_1_10_min",-0.0309,0.401,0.7247,-0.1042,0.3394,0.2345,0.1126,0.4893,0.1987,NA,NA,NA,-0.0614,0.5021,0.4845,NA,NA,NA
"1806","RIVI","Pulsera","TargetVar","S_dur_day_IN_bts_10_30_min",-0.1381,0.3217,0.1144,-0.0242,0.2947,0.7827,0.1625,0.4219,0.0626,NA,NA,NA,-0.1561,0.433,0.0739,NA,NA,NA
"1807","RIVI","Pulsera","TargetVar","S_dur_day_IN_bts_30_min",0.0041,0.4193,0.9625,-0.0303,0.4346,0.7299,0.0191,0.4346,0.828,NA,NA,NA,-0.0036,0.4346,0.967,NA,NA,NA
"1808","RIVI","Pulsera","TargetVar","S_dur_day_IN_unbt_min",-0.0782,0.5265,0.3728,-0.0728,0.6047,0.407,0.1376,0.4607,0.1156,NA,NA,NA,-0.1042,0.4103,0.2345,NA,NA,NA
"1809","RIVI","Pulsera","TargetVar","S_dur_day_LIG_bts_1_10_min",-0.0276,0.5455,0.753,-0.0864,0.6209,0.3246,0.0954,0.4797,0.2764,NA,NA,NA,-0.053,0.4156,0.5458,NA,NA,NA
"1810","RIVI","Pulsera","TargetVar","S_dur_day_LIG_bts_10_min",0.0912,0.0564,0.2981,-0.0203,0.0068,0.8172,-0.0794,0.4982,0.3655,NA,NA,NA,0.0934,0.6188,0.2867,NA,NA,NA
"1811","RIVI","Pulsera","TargetVar","S_dur_day_LIG_unbt_min",-0.028,0.3522,0.7502,-0.0829,0.3863,0.3446,0.0931,0.3863,0.2884,NA,NA,NA,-0.0525,0.3863,0.5501,NA,NA,NA
"1812","RIVI","Pulsera","TargetVar","S_dur_day_min",-0.0731,0.3905,0.4048,-0.1443,0.3863,0.0987,0.1875,0.4361,0.0313,NA,NA,NA,-0.1178,0.4402,0.1785,NA,NA,NA
"1813","RIVI","Pulsera","TargetVar","S_dur_day_MOD_unbt_min",0.0389,0.527,0.6581,-0.0684,0.5002,0.4361,0.0122,0.4751,0.8893,NA,NA,NA,0.0238,0.5456,0.7862,NA,NA,NA
"1814","RIVI","Pulsera","TargetVar","S_dur_day_MVPA_bts_1_min",-0.008,0.3258,0.9274,0.1102,0.2803,0.2083,-0.0767,0.4042,0.3821,NA,NA,NA,0.0208,0.4749,0.8129,NA,NA,NA
"1815","RIVI","Pulsera","TargetVar","S_dur_day_spt_min",-0.0801,0.4247,0.3612,-0.1122,0.4103,0.2001,0.17,0.4607,0.0513,NA,NA,NA,-0.1168,0.4649,0.1823,NA,NA,NA
"1816","RIVI","Pulsera","TargetVar","S_dur_day_total_IN_min",-0.0677,0.4193,0.4406,-0.1098,0.4346,0.2101,0.1552,0.4346,0.0756,NA,NA,NA,-0.1027,0.4346,0.2413,NA,NA,NA
"1817","RIVI","Pulsera","TargetVar","S_dur_day_total_LIG_min",-0.0224,0.3854,0.7988,-0.0928,0.4103,0.2897,0.0949,0.4103,0.2789,NA,NA,NA,-0.0491,0.4103,0.5763,NA,NA,NA
"1818","RIVI","Pulsera","TargetVar","S_dur_day_total_MOD_min",0.0129,0.4419,0.8831,0,0.4444,0.9999,-0.0135,0.4421,0.8782,NA,NA,NA,0.014,0.4636,0.8734,NA,NA,NA
"1819","RIVI","Pulsera","TargetVar","S_dur_day_total_VIG_min",-0.086,0.0048,0.3266,-0.0448,0.2649,0.6098,0.1242,0.0012,0.1559,NA,NA,NA,-0.1052,0.0039,0.2299,NA,NA,NA
"1820","RIVI","Pulsera","TargetVar","S_dur_day_VIG_unbt_min",-0.1129,0.5446,0.1976,0.0194,0.7306,0.8256,0.1026,0.3958,0.2415,NA,NA,NA,-0.1171,0.3062,0.1812,NA,NA,NA
"1821","RIVI","Pulsera","TargetVar","S_dur_spt_min",-0.0244,0.6517,0.781,0.0458,0.7427,0.6019,-0.0099,0.4624,0.9105,NA,NA,NA,-0.0142,0.4708,0.8714,NA,NA,NA
"1822","RIVI","Pulsera","TargetVar","S_dur_spt_sleep_min",0.1024,0.4247,0.2426,-0.1122,0.4103,0.2002,-0.0201,0.4607,0.8187,NA,NA,NA,0.0809,0.4649,0.3562,NA,NA,NA
"1823","RIVI","Pulsera","TargetVar","S_dur_spt_wake_IN_min",-0.1072,0.4247,0.2209,0.1404,0.4103,0.1083,0.0034,0.4607,0.9689,NA,NA,NA,-0.0787,0.4649,0.37,NA,NA,NA
"1824","RIVI","Pulsera","TargetVar","S_dur_spt_wake_LIG_min",-0.0413,0.3247,0.6378,0.0198,0.3394,0.8221,0.0278,0.3873,0.7513,NA,NA,NA,-0.0395,0.3913,0.6528,NA,NA,NA
"1825","RIVI","Pulsera","TargetVar","S_dur_spt_wake_MOD_min",0.0623,0.6028,0.4778,-0.06,0.7532,0.4941,-0.0186,0.4181,0.8321,NA,NA,NA,0.0515,0.3742,0.5579,NA,NA,NA
"1826","RIVI","Pulsera","TargetVar","S_dur_spt_wake_VIG_min",-0.1437,0.3749,0.1003,0.067,0.0968,0.445,0.098,0.6271,0.2638,NA,NA,NA,-0.1377,0.8667,0.1153,NA,NA,NA
"1827","RIVI","Pulsera","TargetVar","S_L10TIME_num",0.0497,0.4193,0.5714,0.0541,0.4346,0.5376,-0.0935,0.4346,0.2861,NA,NA,NA,0.0683,0.4346,0.4363,NA,NA,NA
"1828","RIVI","Pulsera","TargetVar","S_L10VALUE",-0.065,0.4193,0.4587,-0.0497,0.4346,0.5715,0.1061,0.4346,0.226,NA,NA,NA,-0.0838,0.4346,0.3397,NA,NA,NA
"1829","RIVI","Pulsera","TargetVar","S_L5TIME_num",0.1422,0.3854,0.1039,-0.3238,0.4103,2e-04,0.1016,0.4103,0.2463,NA,NA,NA,0.0675,0.4103,0.442,NA,NA,NA
"1830","RIVI","Pulsera","TargetVar","S_L5VALUE",-0.2381,0.4193,0.006,0.0442,0.4346,0.6144,0.2139,0.4346,0.0138,NA,NA,NA,-0.2461,0.4346,0.0044,NA,NA,NA
"1831","RIVI","Pulsera","TargetVar","S_M10TIME_num",0.0388,0.4247,0.6583,-0.0271,0.4103,0.7575,-0.0195,0.4607,0.824,NA,NA,NA,0.0348,0.4649,0.6917,NA,NA,NA
"1832","RIVI","Pulsera","TargetVar","S_M10VALUE",-0.0499,0.4193,0.5699,-0.0076,0.4346,0.9314,0.0578,0.4346,0.5101,NA,NA,NA,-0.0561,0.4346,0.523,NA,NA,NA
"1833","RIVI","Pulsera","TargetVar","S_M5TIME_num",0.0219,0.4193,0.8034,-0.1685,0.4346,0.0535,0.1071,0.4346,0.2214,NA,NA,NA,-0.0213,0.4346,0.8081,NA,NA,NA
"1834","RIVI","Pulsera","TargetVar","S_M5VALUE",0.0837,0.4193,0.3398,0.0572,0.4346,0.5144,-0.1314,0.4346,0.1332,NA,NA,NA,0.106,0.4346,0.2263,NA,NA,NA
"1835","RIVI","Pulsera","TargetVar","S_N_atleast5minwakenight",-0.0855,0.7825,0.3296,0.0704,0.7043,0.4223,0.0348,0.6255,0.6922,NA,NA,NA,-0.0738,0.7261,0.4002,NA,NA,NA
"1836","RIVI","Pulsera","TargetVar","S_Nblocks_day_IN_bts_1_10",-0.0473,0.9382,0.5904,-0.0917,0.9894,0.2957,0.12,0.5963,0.1706,NA,NA,NA,-0.0757,0.5079,0.3881,NA,NA,NA
"1837","RIVI","Pulsera","TargetVar","S_Nblocks_day_IN_bts_10_30",-0.1317,0.9491,0.1323,-0.0063,0.9688,0.9429,0.142,0.6987,0.1043,NA,NA,NA,-0.1443,0.7081,0.0987,NA,NA,NA
"1838","RIVI","Pulsera","TargetVar","S_Nblocks_day_IN_bts_30",0.0837,0.1428,0.3398,-0.0976,0.7169,0.2656,-0.012,0.0257,0.8916,NA,NA,NA,0.0646,0.046,0.4616,NA,NA,NA
"1839","RIVI","Pulsera","TargetVar","S_Nblocks_day_IN_unbt",-0.0514,0.5192,0.5587,-0.0689,0.6933,0.4323,0.1067,0.3099,0.2235,NA,NA,NA,-0.0741,0.3659,0.3987,NA,NA,NA
"1840","RIVI","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_1_10",-0.0537,0.7023,0.5412,-0.0701,0.7812,0.4244,0.11,0.4898,0.2094,NA,NA,NA,-0.0769,0.5018,0.381,NA,NA,NA
"1841","RIVI","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_10",0.0804,0.8439,0.3597,0.0361,0.7756,0.681,-0.1116,0.4028,0.2028,NA,NA,NA,0.0967,0.8796,0.27,NA,NA,NA
"1842","RIVI","Pulsera","TargetVar","S_Nblocks_day_LIG_unbt",-0.0283,0.4159,0.7474,-0.0721,0.4293,0.4112,0.0851,0.458,0.3319,NA,NA,NA,-0.0499,0.4201,0.5696,NA,NA,NA
"1843","RIVI","Pulsera","TargetVar","S_Nblocks_day_MOD_unbt",0.0126,0.414,0.8861,-0.0727,0.387,0.4075,0.043,0.374,0.6248,NA,NA,NA,-0.0058,0.5271,0.9474,NA,NA,NA
"1844","RIVI","Pulsera","TargetVar","S_Nblocks_day_MVPA_bts_1",0.1716,0.4849,0.0492,0.0736,0.4061,0.4018,-0.2355,0.4829,0.0066,NA,NA,NA,0.2055,0.5756,0.0181,NA,NA,NA
"1845","RIVI","Pulsera","TargetVar","S_Nblocks_day_total_IN",-0.1045,0.432,0.2329,-0.0953,0.4798,0.2772,0.1824,0.439,0.0363,NA,NA,NA,-0.1387,0.3965,0.1127,NA,NA,NA
"1846","RIVI","Pulsera","TargetVar","S_Nblocks_day_total_LIG",-0.0581,0.5089,0.5082,-0.0867,0.5555,0.3227,0.1274,0.4116,0.1454,NA,NA,NA,-0.0861,0.4708,0.3261,NA,NA,NA
"1847","RIVI","Pulsera","TargetVar","S_Nblocks_day_total_MOD",0.0284,0.1875,0.7467,-0.0634,0.1069,0.4701,0.0193,0.4351,0.8258,NA,NA,NA,0.0138,0.4717,0.8753,NA,NA,NA
"1848","RIVI","Pulsera","TargetVar","S_Nblocks_day_total_VIG",-0.2272,0,0.0088,-0.0137,0.0187,0.8761,0.2472,0,0.0043,NA,NA,NA,-0.2498,1e-04,0.0039,NA,NA,NA
"1849","RIVI","Pulsera","TargetVar","S_Nblocks_day_VIG_unbt",-0.202,0.9603,0.0202,0.0967,0.9936,0.27,0.1359,0.5801,0.1203,NA,NA,NA,-0.193,0.6196,0.0266,NA,NA,NA
"1850","RIVI","Pulsera","TargetVar","S_Nblocks_spt_sleep",-0.0763,0.9362,0.3848,-0.1121,0.8719,0.2008,0.1659,0.5651,0.0573,NA,NA,NA,-0.1126,0.933,0.1987,NA,NA,NA
"1851","RIVI","Pulsera","TargetVar","S_Nblocks_spt_wake_IN",-0.1254,0.2292,0.152,0.0696,0.3084,0.4276,0.0769,0.2457,0.3805,NA,NA,NA,-0.1172,0.3003,0.1806,NA,NA,NA
"1852","RIVI","Pulsera","TargetVar","S_Nblocks_spt_wake_LIG",-0.0834,0.3861,0.3418,0.0375,0.2642,0.6692,0.0579,0.5648,0.5094,NA,NA,NA,-0.0803,0.5485,0.36,NA,NA,NA
